15200448	225	150	75	La-Verrerie-Süsswasserkalk
15200449	225	150	75	La-Charrue-Süsswasserkalk
15200450	215	200	145	Astieria-Mergel
15200451	215	200	145	Villers-Schichten
15200452	90	170	100	Unité Moyenne Calcaire (UMC)
15200453	90	170	100	Unité Inférieure Oolithique (UIO)
15200454	90	170	100	Mergel- und Kalkzone (MKZ)
15200455	165	210	185	Calcaire âpre
15200456	175	225	250	Landaize-Kalk
15200457	175	200	220	Balmberg-Oolith
15200458	175	200	220	Hautes-Roches-Algenkalk
15200459	175	200	220	Akzessorische Mumienbänke
15200460	175	195	170	Brauner Oolith
15200461	225	160	80	Bleiglanz-Bank
15200462	205	140	85	Arenicolites-Bank
15200463	205	140	85	Diagonalschichtiger Sandstein
15200464	250	165	75	Leutschenberg-Member
15200465	220	90	120	Schlächtenhaus-Granit
15200466	245	160	145	Steinatal-Gneiskomplex
15200467	250	190	95	Grenzdolomit
15200468	250	190	95	Estherien-Schichten
15200469	225	250	255	Hangende-Bankkalke-Formation
15200470	230	245	250	Zementmergel-Formation
15200471	225	250	255	Liegende-Bankkalke-Formation
15200472	210	235	255	Obere-Felsenkalke-Formation
15200473	210	235	255	Untere-Felsenkalke-Formation
15200474	175	200	225	Lacunosamergel-Formation
15200475	175	225	250	Oberjura-Massenkalk-Formation
15200476	180	210	235	Lochen-Subformation
15200477	190	200	220	Wohlgeschichtete-Kalke-Formation
15200478	195	205	200	Impressamergel-Formation
15200479	200	190	140	Ornatenton-Formation
15200480	200	190	140	Glaukonitsandmergel-Subformation
15200481	200	190	140	Grenzkalk
15200482	200	190	140	Macrocephalenoolith-Subformation
15200483	200	180	140	Wutach-Formation
15200484	215	185	145	Variansmergel-Formation
15200485	190	160	125	Dentalienton-Formation
15200486	170	140	115	Hamitenton-Formation
15200487	170	140	115	Parkinsonioolith-Subformation
15200488	180	150	120	Gosheim-Formation
15200489	180	150	120	Blagdeni-Subformation
15200490	180	150	120	Humphriesioolith-Subformation
15200491	185	160	140	Wedelsandstein-Formation
15200492	185	160	140	Blaukalk-Subformation
15200493	190	165	160	Murchisonaeoolith-Formation
15200494	190	165	160	Achdorf-Formation
15200495	255	230	180	Tannenwald-Schichten
15200496	245	235	180	Gabelspitz-Schichten
15200497	245	235	180	Schallenberg-Member
15200498	245	235	180	Seli-Nagelfluh
15200499	110	140	120	Brand-Herrentisch-Tuffit
15200500	110	140	120	Wangen-Tuffit
15200501	110	140	120	Hohenolber-Tuffit
15200502	110	140	120	Eichbol-Tuffit
15200503	255	230	195	Öhningen-Formation
15200504	210	220	230	Öhningen-Süsswasserkalk
15200505	255	230	195	Ramschwag-Nagelfluh
15200506	110	140	120	Seerücken-Tuffit
15200507	255	230	195	Meilen-Schichten
15200508	255	230	195	Wulp-Rotzone
15200509	255	225	165	Käpfnach-Formation
15200510	255	235	190	«Juranagelfluh-Mergel»
15200511	210	220	230	Golat-Süsswasserkalk
15200512	225	210	145	Petrefaktenlager
15200513	240	210	200	Hombach-Member
15200514	240	210	200	Homberg-Formation
15200515	240	210	200	Gäbris-Nagelfluh
15200516	240	210	200	Gstaldenbach-Member
15200517	240	210	200	Heiden-Member
15200518	240	210	200	Klusbach-Member
15200519	240	210	200	Eggen-Member
15200520	240	210	200	Sulzbach-Member
15200521	240	210	200	Sulzbach-Nagelfluh
15200522	240	210	200	Pfingstboden-Member
15200523	240	210	200	Hochfläschli-Member
15200524	240	210	200	Ennetbühl-Member
15200525	240	210	200	Hochalp-Member
15200526	240	210	200	Krummenau-Member
15200527	250	215	200	Ältere Juranagelfluh
15200528	200	160	115	Gitzischöpf-Nagelfluh
15200529	200	160	115	Honegg-Mergel
15200530	200	160	115	Kaltbach-Nagelfluh
15200531	200	160	115	Hünibach-Nagelfluh
15200532	200	160	115	Losenegg-Formation
15200533	200	160	115	Schwändibach-Naglelfuh
15200534	200	160	115	Uerscheli-Formation
15200535	200	160	115	Bumbach-Nagelfluh
15200536	200	170	130	Kalksandstein-Serie
15200537	180	140	95	Gérignoz-Formation
15200538	180	140	95	Leuenfall-Nagelfluh
15200539	180	140	95	Wintersberg-Member
15200540	180	140	95	Ebnat-Sandstein
15200541	180	140	95	Rütiberg-Kalksandstein
15200542	180	140	95	Pfiffegg-Nagelfluh
15200543	180	140	95	Weggis-Formation
15200544	180	140	95	Kännelegg-Nagelfluh
15200545	200	150	100	Molasse Rouge des Jurasüdfusses
15200546	200	150	100	Mathod-Sandstein
15200547	200	150	100	Goumoëns-Sandstein
15200548	200	150	100	Molasse Rouge von Vevey
15200549	200	150	100	Molasse Rouge von Monthey
15200550	200	150	100	Grindelegg-Formation
15200551	200	160	115	Tillerée-Schichten
15200552	200	160	115	Serie der Süsswasserkalke und Dolomite
15200553	240	160	60	Oltingue-Kalkarenit
15200554	225	150	135	Vaulruz-Formation (UMM-II+III undiff.)
15200555	240	210	100	Unter-Lochsiti-Nagelfluh
15200556	240	210	100	Flühli-Nagelfluh
15200557	225	210	145	Zone der Schiefermergel (der St.-Gallen-Fm.)
15200558	240	210	200	Marbach-Member
15200559	225	200	100	Aarwangen-Molasse
15200560	200	150	100	Untere Bunte Molasse des Jurasüdfusses
15200562	245	235	180	Mittlere Juranagelfluh
15200563	245	235	180	Albstein
15200564	245	235	180	Graupensand
15200565	245	235	180	Heliciden-Mergel
15200566	255	225	165	Haldenhof-Mergel
15200567	210	205	145	OMM-J
15200568	210	205	145	Tenniken-Muschelagglomerat
15200569	210	205	145	Turritellen-Kalk
15200570	210	205	145	Randen-Grobkalk
15200571	210	205	145	Péry-Geröllsande
15200572	245	235	180	Les-Bayards-Juranagelfluh
15200573	170	190	210	Günsberg- und Vellerat-Formation, undifferenziert
15200574	200	190	140	Ancepsoolith-Subformation
15200575	175	150	200	Jurensismergel-Formation
15200576	175	150	200	Posidonienschiefer-Formation
